city,country,main_temp,main_pressure,main_humidity,weather_description,datetime
London,GB,12.89,1023,83,overcast clouds,2025-03-25T19:07:09
New York,US,13.78,1011,33,broken clouds,2025-03-25T19:07:09
Berlin,DE,6.96,1017,83,overcast clouds,2025-03-25T19:07:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:07:09
Paris,FR,11.43,1022,76,overcast clouds,2025-03-25T19:08:09
London,GB,12.89,1023,83,overcast clouds,2025-03-25T19:08:09
New York,US,13.78,1011,33,broken clouds,2025-03-25T19:08:09
Berlin,DE,6.96,1017,83,overcast clouds,2025-03-25T19:08:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:08:09
Paris,FR,11.43,1022,76,overcast clouds,2025-03-25T19:09:09
London,GB,12.89,1023,83,overcast clouds,2025-03-25T19:09:09
New York,US,13.78,1011,33,broken clouds,2025-03-25T19:09:09
Berlin,DE,6.96,1017,83,overcast clouds,2025-03-25T19:09:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:09:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:10:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:10:09
New York,US,13.95,1011,32,broken clouds,2025-03-25T19:10:09
Berlin,DE,7.08,1017,83,overcast clouds,2025-03-25T19:10:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:10:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:11:08
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:11:08
New York,US,13.95,1011,32,broken clouds,2025-03-25T19:11:08
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:11:08
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:11:08
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:12:08
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:12:08
New York,US,13.95,1011,32,broken clouds,2025-03-25T19:12:08
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:12:08
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:12:08
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:13:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:13:09
New York,US,13.95,1011,32,broken clouds,2025-03-25T19:13:09
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:13:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:13:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:14:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:14:09
New York,US,13.95,1011,32,broken clouds,2025-03-25T19:14:09
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:14:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:14:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:15:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:15:09
New York,US,13.92,1011,32,broken clouds,2025-03-25T19:15:09
Berlin,DE,6.98,1017,84,overcast clouds,2025-03-25T19:15:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:15:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:16:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:16:09
New York,US,13.92,1011,32,broken clouds,2025-03-25T19:16:09
Berlin,DE,6.98,1017,84,overcast clouds,2025-03-25T19:16:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:16:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:17:09
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:17:09
New York,US,13.92,1011,32,broken clouds,2025-03-25T19:17:09
Berlin,DE,6.98,1017,84,overcast clouds,2025-03-25T19:17:09
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:17:09
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:18:12
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:18:12
New York,US,13.92,1011,32,broken clouds,2025-03-25T19:18:12
Berlin,DE,6.98,1017,84,overcast clouds,2025-03-25T19:18:12
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:18:12
Paris,FR,11.31,1022,77,overcast clouds,2025-03-25T19:19:12
London,GB,12.84,1023,84,overcast clouds,2025-03-25T19:19:12
New York,US,13.92,1011,32,broken clouds,2025-03-25T19:19:12
Berlin,DE,6.98,1017,84,overcast clouds,2025-03-25T19:19:12
Tokyo,JP,17.91,1000,67,clear sky,2025-03-25T19:19:12
Paris,FR,11.18,1022,78,overcast clouds,2025-03-25T19:20:09
London,GB,12.74,1023,84,overcast clouds,2025-03-25T19:20:09
New York,US,13.96,1011,32,broken clouds,2025-03-25T19:20:09
Berlin,DE,6.94,1017,84,overcast clouds,2025-03-25T19:20:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:20:09
Paris,FR,11.18,1022,78,overcast clouds,2025-03-25T19:21:09
London,GB,12.74,1023,84,overcast clouds,2025-03-25T19:21:09
New York,US,13.96,1011,32,broken clouds,2025-03-25T19:21:09
Berlin,DE,6.94,1017,84,overcast clouds,2025-03-25T19:21:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:21:09
Paris,FR,11.18,1022,78,overcast clouds,2025-03-25T19:22:09
London,GB,12.74,1023,84,overcast clouds,2025-03-25T19:22:09
New York,US,13.96,1011,32,broken clouds,2025-03-25T19:22:09
Berlin,DE,6.94,1017,84,overcast clouds,2025-03-25T19:22:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:22:09
Paris,FR,11.18,1022,78,overcast clouds,2025-03-25T19:23:09
London,GB,12.74,1023,84,overcast clouds,2025-03-25T19:23:09
New York,US,13.96,1011,32,broken clouds,2025-03-25T19:23:09
Berlin,DE,6.94,1017,84,overcast clouds,2025-03-25T19:23:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:23:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:24:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:24:09
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:24:09
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:24:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:24:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:25:10
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:25:10
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:25:10
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:25:10
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:25:10
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:26:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:26:09
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:26:09
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:26:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:26:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:27:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:27:09
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:27:09
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:27:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:27:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:28:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:28:09
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:28:09
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:28:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:28:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:29:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:29:09
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:29:09
Berlin,DE,6.99,1017,84,overcast clouds,2025-03-25T19:29:09
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:29:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:30:13
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:30:13
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:30:13
Berlin,DE,7.18,1017,80,overcast clouds,2025-03-25T19:30:13
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:30:13
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:31:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:31:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:31:09
Berlin,DE,7.18,1017,80,overcast clouds,2025-03-25T19:31:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:31:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:32:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:32:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:32:09
Berlin,DE,7.18,1017,80,overcast clouds,2025-03-25T19:32:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:32:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:33:09
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:33:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:33:09
Berlin,DE,7.18,1017,80,overcast clouds,2025-03-25T19:33:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:33:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:34:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:34:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:34:09
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:34:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:34:09
Paris,FR,11.18,1022,79,overcast clouds,2025-03-25T19:35:10
London,GB,12.61,1023,84,overcast clouds,2025-03-25T19:35:10
New York,US,13.99,1011,32,broken clouds,2025-03-25T19:35:10
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:35:10
Tokyo,JP,17.73,1000,68,clear sky,2025-03-25T19:35:10
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:36:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:36:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:36:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:36:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:36:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:37:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:37:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:37:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:37:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:37:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:38:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:38:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:38:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:38:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:38:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:39:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:39:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:39:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:39:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:39:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:40:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:40:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:40:09
Berlin,DE,7.22,1017,79,overcast clouds,2025-03-25T19:40:09
Tokyo,JP,17.72,1000,68,clear sky,2025-03-25T19:40:09
Paris,FR,10.9,1023,79,overcast clouds,2025-03-25T19:41:08
London,GB,12.59,1024,84,overcast clouds,2025-03-25T19:41:08
New York,US,14.1,1011,31,broken clouds,2025-03-25T19:41:08
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:41:08
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:41:08
Paris,FR,10.9,1023,79,overcast clouds,2025-03-25T19:42:09
London,GB,12.59,1024,84,overcast clouds,2025-03-25T19:42:09
New York,US,14.1,1011,31,broken clouds,2025-03-25T19:42:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:42:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:42:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:43:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:43:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:43:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:43:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:43:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:44:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:44:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:44:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:44:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:44:09
Paris,FR,11.09,1023,79,overcast clouds,2025-03-25T19:45:09
London,GB,12.62,1024,84,overcast clouds,2025-03-25T19:45:09
New York,US,14.08,1011,31,broken clouds,2025-03-25T19:45:09
Berlin,DE,7.4,1018,79,overcast clouds,2025-03-25T19:45:09
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:45:09
Paris,FR,10.9,1023,79,overcast clouds,2025-03-25T19:46:08
London,GB,12.59,1024,84,overcast clouds,2025-03-25T19:46:08
New York,US,14.1,1011,31,broken clouds,2025-03-25T19:46:08
Berlin,DE,7.06,1018,84,overcast clouds,2025-03-25T19:46:08
Tokyo,JP,17.8,1000,68,clear sky,2025-03-25T19:46:08
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:47:09
London,GB,12.59,1024,85,overcast clouds,2025-03-25T19:47:09
New York,US,14.06,1011,31,broken clouds,2025-03-25T19:47:09
Berlin,DE,7.11,1018,84,overcast clouds,2025-03-25T19:47:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:47:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:48:10
London,GB,12.59,1024,85,overcast clouds,2025-03-25T19:48:10
New York,US,14.06,1011,31,broken clouds,2025-03-25T19:48:10
Berlin,DE,7.11,1018,84,overcast clouds,2025-03-25T19:48:10
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:48:10
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:49:09
London,GB,12.59,1024,85,overcast clouds,2025-03-25T19:49:09
New York,US,14.06,1011,31,broken clouds,2025-03-25T19:49:09
Berlin,DE,7.11,1018,84,overcast clouds,2025-03-25T19:49:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:49:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:50:09
London,GB,12.59,1024,85,overcast clouds,2025-03-25T19:50:09
New York,US,14.06,1011,31,broken clouds,2025-03-25T19:50:09
Berlin,DE,7.11,1018,84,overcast clouds,2025-03-25T19:50:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:50:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:51:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:51:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:51:09
Berlin,DE,7.06,1018,84,overcast clouds,2025-03-25T19:51:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:51:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:52:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:52:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:52:09
Berlin,DE,7.06,1018,84,overcast clouds,2025-03-25T19:52:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:52:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:53:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:53:09
New York,US,14.01,1011,31,broken clouds,2025-03-25T19:53:09
Berlin,DE,7.06,1018,84,overcast clouds,2025-03-25T19:53:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:53:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:54:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:54:09
New York,US,14.04,1011,31,broken clouds,2025-03-25T19:54:09
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:54:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:54:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:55:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:55:09
New York,US,14.04,1011,31,broken clouds,2025-03-25T19:55:09
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:55:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:55:09
Paris,FR,10.7,1023,80,overcast clouds,2025-03-25T19:56:10
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:56:10
New York,US,14.04,1011,31,broken clouds,2025-03-25T19:56:10
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:56:10
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:56:10
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T19:57:08
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:57:08
New York,US,14.13,1011,31,broken clouds,2025-03-25T19:57:08
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:57:08
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:57:08
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T19:58:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:58:09
New York,US,14.13,1011,31,broken clouds,2025-03-25T19:58:09
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:58:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:58:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T19:59:08
London,GB,12.52,1024,85,overcast clouds,2025-03-25T19:59:08
New York,US,14.13,1011,31,broken clouds,2025-03-25T19:59:08
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T19:59:08
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T19:59:08
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:00:13
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:00:13
New York,US,14.13,1011,31,broken clouds,2025-03-25T20:00:13
Berlin,DE,7.35,1018,79,overcast clouds,2025-03-25T20:00:13
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:00:13
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:01:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:01:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:01:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:01:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:01:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:02:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:02:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:02:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:02:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:02:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:03:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:03:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:03:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:03:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:03:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:04:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:04:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:04:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:04:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:04:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:05:10
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:05:10
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:05:10
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:05:10
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:05:10
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:06:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:06:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:06:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:06:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:06:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:07:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:07:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:07:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:07:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:07:09
Paris,FR,10.67,1023,80,overcast clouds,2025-03-25T20:08:09
London,GB,12.52,1024,85,overcast clouds,2025-03-25T20:08:09
New York,US,14.08,1011,32,broken clouds,2025-03-25T20:08:09
Berlin,DE,6.94,1018,85,overcast clouds,2025-03-25T20:08:09
Tokyo,JP,17.8,1000,67,clear sky,2025-03-25T20:08:09
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:12:17
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:12:17
New York,US,5.16,1016,57,clear sky,2025-03-26T11:12:17
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:12:17
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:12:17
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:12:37
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:12:37
New York,US,5.16,1016,57,clear sky,2025-03-26T11:12:37
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:12:37
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:12:37
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:13:09
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:13:09
New York,US,5.16,1016,57,clear sky,2025-03-26T11:13:09
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:13:09
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:13:09
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:14:09
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:14:09
New York,US,5.16,1016,57,clear sky,2025-03-26T11:14:09
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:14:09
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:14:09
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:15:08
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:15:08
New York,US,5.16,1016,57,clear sky,2025-03-26T11:15:08
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:15:08
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:15:08
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:16:09
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:16:09
New York,US,5.16,1016,57,clear sky,2025-03-26T11:16:09
Berlin,DE,9.02,1019,82,overcast clouds,2025-03-26T11:16:09
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:16:09
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:17:09
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:17:09
New York,US,5.16,1016,57,clear sky,2025-03-26T11:17:09
Berlin,DE,8.85,1019,82,overcast clouds,2025-03-26T11:17:09
Tokyo,JP,18.19,1009,40,clear sky,2025-03-26T11:17:09
Paris,FR,11.45,1024,88,overcast clouds,2025-03-26T11:18:09
London,GB,14.99,1026,68,scattered clouds,2025-03-26T11:18:09
New York,US,5.18,1016,57,clear sky,2025-03-26T11:18:09
